HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.claimHeadline1,Input.articleHeadline1,Input.articleCount1,Input.claimHeadline2,Input.articleHeadline2,Input.articleCount2,Input.claimHeadline3,Input.articleHeadline3,Input.articleCount3,Input.claimHeadline4,Input.articleHeadline4,Input.articleCount4,Input.claimHeadline5,Input.articleHeadline5,Input.articleCount5,Answer.stance1,Answer.stance2,Answer.stance3,Answer.stance4,Answer.stance5,Answer.user_feedback,Approve,Reject
3DW3BNF1GHQWWASTGF2BRXU38TZ8V7,37XOZLJ3ZWXVVWJDJP6CMT5S2RFKI0,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing","news, fact-check",$0.10,Sat Apr 29 10:31:45 PDT 2017,5,BatchId:2785372;OriginalHitTemplateId:926051491;,3600,86400,Sat May 06 10:31:45 PDT 2017,,,31IBVUNM9T78Y90AEVDJP96CE6RVF8,A202,Submitted,Sat Apr 29 10:41:59 PDT 2017,Sat Apr 29 10:42:32 PDT 2017,Sun Apr 30 10:42:32 PDT 2017,,,,33,0% (0/0),0% (0/0),0% (0/0),Kim Jong Un broke both of his ankles,Four theories on what may be ailing Kim Jong-un,1101.0,Kim Jong Un broke both of his ankles,Kim Jong-un: obese leader fractured both ankles,1102.0,Kim Jong Un broke both of his ankles,"North Korean leader Kim Jong Un had ankle surgery, report says",1103.0,Kim Jong Un is ill because he eats too much cheese,Kim Jong-Un may be dying because he's addicted to Swiss Cheese,1104.0,Kim Jong Un is ill because he eats too much cheese,Cheese blamed for North Korean leader Kim Jong-un's broken ankles,1105.0,Neutral,Neutral,For,Neutral,For,{},,
3DW3BNF1GHQWWASTGF2BRXU38TZ8V7,37XOZLJ3ZWXVVWJDJP6CMT5S2RFKI0,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing","news, fact-check",$0.10,Sat Apr 29 10:31:45 PDT 2017,5,BatchId:2785372;OriginalHitTemplateId:926051491;,3600,86400,Sat May 06 10:31:45 PDT 2017,,,32XVDSJFP0557SUPC8XLIUTAE992MD,A70,Submitted,Sat Apr 29 10:34:13 PDT 2017,Sat Apr 29 10:34:32 PDT 2017,Sun Apr 30 10:34:32 PDT 2017,,,,19,0% (0/0),0% (0/0),0% (0/0),Kim Jong Un broke both of his ankles,Four theories on what may be ailing Kim Jong-un,1101.0,Kim Jong Un broke both of his ankles,Kim Jong-un: obese leader fractured both ankles,1102.0,Kim Jong Un broke both of his ankles,"North Korean leader Kim Jong Un had ankle surgery, report says",1103.0,Kim Jong Un is ill because he eats too much cheese,Kim Jong-Un may be dying because he's addicted to Swiss Cheese,1104.0,Kim Jong Un is ill because he eats too much cheese,Cheese blamed for North Korean leader Kim Jong-un's broken ankles,1105.0,Neutral,For,Probably For,Probably For,Probably For,{},,
3DW3BNF1GHQWWASTGF2BRXU38TZ8V7,37XOZLJ3ZWXVVWJDJP6CMT5S2RFKI0,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing","news, fact-check",$0.10,Sat Apr 29 10:31:45 PDT 2017,5,BatchId:2785372;OriginalHitTemplateId:926051491;,3600,86400,Sat May 06 10:31:45 PDT 2017,,,3II4UPYCOKFJVHQX1QOJVM4JL1WQDY,A185,Submitted,Sat Apr 29 10:42:08 PDT 2017,Sat Apr 29 10:42:41 PDT 2017,Sun Apr 30 10:42:41 PDT 2017,,,,33,100% (1/1),0% (0/0),0% (0/0),Kim Jong Un broke both of his ankles,Four theories on what may be ailing Kim Jong-un,1101.0,Kim Jong Un broke both of his ankles,Kim Jong-un: obese leader fractured both ankles,1102.0,Kim Jong Un broke both of his ankles,"North Korean leader Kim Jong Un had ankle surgery, report says",1103.0,Kim Jong Un is ill because he eats too much cheese,Kim Jong-Un may be dying because he's addicted to Swiss Cheese,1104.0,Kim Jong Un is ill because he eats too much cheese,Cheese blamed for North Korean leader Kim Jong-un's broken ankles,1105.0,Neutral,For,Probably For,For,For,{},,
3DW3BNF1GHQWWASTGF2BRXU38TZ8V7,37XOZLJ3ZWXVVWJDJP6CMT5S2RFKI0,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing","news, fact-check",$0.10,Sat Apr 29 10:31:45 PDT 2017,5,BatchId:2785372;OriginalHitTemplateId:926051491;,3600,86400,Sat May 06 10:31:45 PDT 2017,,,3QJOXOW4XKZX28655SSMKV2ZBCZMEZ,A191,Submitted,Sat Apr 29 10:37:07 PDT 2017,Sat Apr 29 10:54:44 PDT 2017,Sun Apr 30 10:54:44 PDT 2017,,,,1057,0% (0/0),0% (0/0),0% (0/0),Kim Jong Un broke both of his ankles,Four theories on what may be ailing Kim Jong-un,1101.0,Kim Jong Un broke both of his ankles,Kim Jong-un: obese leader fractured both ankles,1102.0,Kim Jong Un broke both of his ankles,"North Korean leader Kim Jong Un had ankle surgery, report says",1103.0,Kim Jong Un is ill because he eats too much cheese,Kim Jong-Un may be dying because he's addicted to Swiss Cheese,1104.0,Kim Jong Un is ill because he eats too much cheese,Cheese blamed for North Korean leader Kim Jong-un's broken ankles,1105.0,Neutral,For,Neutral,Neutral,For,straightforward,,
3DW3BNF1GHQWWASTGF2BRXU38TZ8V7,37XOZLJ3ZWXVVWJDJP6CMT5S2RFKI0,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing","news, fact-check",$0.10,Sat Apr 29 10:31:45 PDT 2017,5,BatchId:2785372;OriginalHitTemplateId:926051491;,3600,86400,Sat May 06 10:31:45 PDT 2017,,,3QY7M81QH8UH35RSX810Z8IE0K0K76,A54,Submitted,Sat Apr 29 10:36:40 PDT 2017,Sat Apr 29 10:51:38 PDT 2017,Sun Apr 30 10:51:38 PDT 2017,,,,898,0% (0/0),0% (0/0),0% (0/0),Kim Jong Un broke both of his ankles,Four theories on what may be ailing Kim Jong-un,1101.0,Kim Jong Un broke both of his ankles,Kim Jong-un: obese leader fractured both ankles,1102.0,Kim Jong Un broke both of his ankles,"North Korean leader Kim Jong Un had ankle surgery, report says",1103.0,Kim Jong Un is ill because he eats too much cheese,Kim Jong-Un may be dying because he's addicted to Swiss Cheese,1104.0,Kim Jong Un is ill because he eats too much cheese,Cheese blamed for North Korean leader Kim Jong-un's broken ankles,1105.0,Probably For,For,Probably For,For,For,{},,
3Q2T3FD0ONGR5QSEQ66ODK3F1EVM3C,37XOZLJ3ZWXVVWJDJP6CMT5S2RFKI0,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing","news, fact-check",$0.10,Sat Apr 29 10:31:45 PDT 2017,5,BatchId:2785372;OriginalHitTemplateId:926051491;,3600,86400,Sat May 06 10:31:45 PDT 2017,,,3AQF3RZ559QNJJL9DN5BDHQDXDZF60,A191,Submitted,Sat Apr 29 10:37:07 PDT 2017,Sat Apr 29 10:53:36 PDT 2017,Sun Apr 30 10:53:36 PDT 2017,,,,989,0% (0/0),0% (0/0),0% (0/0),Kim Jong Un is ill because he eats too much cheese,Cheese addiction breaks Kim Jong-un's ankles,1106.0,Kim Jong Un is ill because he eats too much cheese,Is Kim Jong ill? North Korean dictator in poor health as his weight has ballooned thanks to an obsession with cheese,1107.0,Kim Jong Un is ill because he eats too much cheese,Kim Jong IS Un-well and it could be GOUT North Korea confirms its young dictator is suffering discomfort after addiction to Swiss cheese revealed,1108.0,Kim Jong Un is ill because he eats too much cheese,Fat dictator Kim Jong-un dying from cheese addiction,1109.0,Kim Jong Un is ill because he eats too much cheese,Missing Kim Jong-un suffering with condition after CHEESE binge,1110.0,For,For,For,For,For,very straightforward,,
3Q2T3FD0ONGR5QSEQ66ODK3F1EVM3C,37XOZLJ3ZWXVVWJDJP6CMT5S2RFKI0,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing","news, fact-check",$0.10,Sat Apr 29 10:31:45 PDT 2017,5,BatchId:2785372;OriginalHitTemplateId:926051491;,3600,86400,Sat May 06 10:31:45 PDT 2017,,,3LEP4MGT3H8WRBO8I8RT0X9KZ1WBD8,A171,Submitted,Sat Apr 29 10:43:32 PDT 2017,Sat Apr 29 10:44:13 PDT 2017,Sun Apr 30 10:44:13 PDT 2017,,,,41,0% (0/0),0% (0/0),0% (0/0),Kim Jong Un is ill because he eats too much cheese,Cheese addiction breaks Kim Jong-un's ankles,1106.0,Kim Jong Un is ill because he eats too much cheese,Is Kim Jong ill? North Korean dictator in poor health as his weight has ballooned thanks to an obsession with cheese,1107.0,Kim Jong Un is ill because he eats too much cheese,Kim Jong IS Un-well and it could be GOUT North Korea confirms its young dictator is suffering discomfort after addiction to Swiss cheese revealed,1108.0,Kim Jong Un is ill because he eats too much cheese,Fat dictator Kim Jong-un dying from cheese addiction,1109.0,Kim Jong Un is ill because he eats too much cheese,Missing Kim Jong-un suffering with condition after CHEESE binge,1110.0,For,For,For,For,For,{},,
3Q2T3FD0ONGR5QSEQ66ODK3F1EVM3C,37XOZLJ3ZWXVVWJDJP6CMT5S2RFKI0,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing","news, fact-check",$0.10,Sat Apr 29 10:31:45 PDT 2017,5,BatchId:2785372;OriginalHitTemplateId:926051491;,3600,86400,Sat May 06 10:31:45 PDT 2017,,,3Q8GYXHFEQAKX31LH255D5RA45Y5C1,A185,Submitted,Sat Apr 29 10:42:41 PDT 2017,Sat Apr 29 10:43:19 PDT 2017,Sun Apr 30 10:43:19 PDT 2017,,,,38,100% (1/1),0% (0/0),0% (0/0),Kim Jong Un is ill because he eats too much cheese,Cheese addiction breaks Kim Jong-un's ankles,1106.0,Kim Jong Un is ill because he eats too much cheese,Is Kim Jong ill? North Korean dictator in poor health as his weight has ballooned thanks to an obsession with cheese,1107.0,Kim Jong Un is ill because he eats too much cheese,Kim Jong IS Un-well and it could be GOUT North Korea confirms its young dictator is suffering discomfort after addiction to Swiss cheese revealed,1108.0,Kim Jong Un is ill because he eats too much cheese,Fat dictator Kim Jong-un dying from cheese addiction,1109.0,Kim Jong Un is ill because he eats too much cheese,Missing Kim Jong-un suffering with condition after CHEESE binge,1110.0,For,For,For,For,For,{},,
3Q2T3FD0ONGR5QSEQ66ODK3F1EVM3C,37XOZLJ3ZWXVVWJDJP6CMT5S2RFKI0,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing","news, fact-check",$0.10,Sat Apr 29 10:31:45 PDT 2017,5,BatchId:2785372;OriginalHitTemplateId:926051491;,3600,86400,Sat May 06 10:31:45 PDT 2017,,,3R2PKQ87NXG9ID8R1BID5A0R358IM6,A135,Submitted,Sat Apr 29 10:45:03 PDT 2017,Sat Apr 29 10:45:51 PDT 2017,Sun Apr 30 10:45:51 PDT 2017,,,,48,0% (0/0),0% (0/0),0% (0/0),Kim Jong Un is ill because he eats too much cheese,Cheese addiction breaks Kim Jong-un's ankles,1106.0,Kim Jong Un is ill because he eats too much cheese,Is Kim Jong ill? North Korean dictator in poor health as his weight has ballooned thanks to an obsession with cheese,1107.0,Kim Jong Un is ill because he eats too much cheese,Kim Jong IS Un-well and it could be GOUT North Korea confirms its young dictator is suffering discomfort after addiction to Swiss cheese revealed,1108.0,Kim Jong Un is ill because he eats too much cheese,Fat dictator Kim Jong-un dying from cheese addiction,1109.0,Kim Jong Un is ill because he eats too much cheese,Missing Kim Jong-un suffering with condition after CHEESE binge,1110.0,Neutral,Against,Neutral,Neutral,For,{},,
3Q2T3FD0ONGR5QSEQ66ODK3F1EVM3C,37XOZLJ3ZWXVVWJDJP6CMT5S2RFKI0,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing","news, fact-check",$0.10,Sat Apr 29 10:31:45 PDT 2017,5,BatchId:2785372;OriginalHitTemplateId:926051491;,3600,86400,Sat May 06 10:31:45 PDT 2017,,,3U5JL4WY5LHQ4I8GUTIIMQ665RQX4P,A202,Submitted,Sat Apr 29 10:40:53 PDT 2017,Sat Apr 29 10:41:33 PDT 2017,Sun Apr 30 10:41:33 PDT 2017,,,,40,0% (0/0),0% (0/0),0% (0/0),Kim Jong Un is ill because he eats too much cheese,Cheese addiction breaks Kim Jong-un's ankles,1106.0,Kim Jong Un is ill because he eats too much cheese,Is Kim Jong ill? North Korean dictator in poor health as his weight has ballooned thanks to an obsession with cheese,1107.0,Kim Jong Un is ill because he eats too much cheese,Kim Jong IS Un-well and it could be GOUT North Korea confirms its young dictator is suffering discomfort after addiction to Swiss cheese revealed,1108.0,Kim Jong Un is ill because he eats too much cheese,Fat dictator Kim Jong-un dying from cheese addiction,1109.0,Kim Jong Un is ill because he eats too much cheese,Missing Kim Jong-un suffering with condition after CHEESE binge,1110.0,For,Neutral,For,For,For,{},,
