HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.claimHeadline1,Input.articleHeadline1,Input.articleCount1,Input.claimHeadline2,Input.articleHeadline2,Input.articleCount2,Input.claimHeadline3,Input.articleHeadline3,Input.articleCount3,Input.claimHeadline4,Input.articleHeadline4,Input.articleCount4,Input.claimHeadline5,Input.articleHeadline5,Input.articleCount5,Answer.stance1,Answer.stance2,Answer.stance3,Answer.stance4,Answer.stance5,Answer.user_feedback,Approve,Reject
3LOJFQ4BOXNUXUU8YJZKBGXN35XKDD,3XPFDBC9D5LO7Z355F9WACS3ETPR9K,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing","news, fact-check",$0.10,Fri May 05 19:51:14 PDT 2017,5,BatchId:2793340;OriginalHitTemplateId:926051491;,900,86400,Fri May 12 19:51:14 PDT 2017,,,37Q970SNZFG1G2PYD1TTPKIBGHS1S2,A150,Submitted,Fri May 05 20:06:24 PDT 2017,Fri May 05 20:06:50 PDT 2017,Sat May 06 20:06:50 PDT 2017,,,,26,0% (0/0),0% (0/0),0% (0/0),11 commercial aircraft went missing from the Tripoli airport,Nearly a Dozen Commercial Airliners Missing Ahead of 911 Anniversary After Islamists Overrun Libyan Airport,2101.0,11 commercial aircraft went missing from the Tripoli airport,What Glenn Beck Fears May Be Done With the 11 Missing Jets,2102.0,11 commercial aircraft went missing from the Tripoli airport,Reports of missing Libyan planes raise 911 terror fears,2103.0,11 commercial aircraft went missing from the Tripoli airport,Missing Libyan jetliners raise fears of terror attacks on 911,2104.0,11 commercial aircraft went missing from the Tripoli airport,11 jetliners missing after Islamist takeover of airport,2105.0,Neutral,Probably For,For,Neutral,Probably For,very better,,
3LOJFQ4BOXNUXUU8YJZKBGXN35XKDD,3XPFDBC9D5LO7Z355F9WACS3ETPR9K,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing","news, fact-check",$0.10,Fri May 05 19:51:14 PDT 2017,5,BatchId:2793340;OriginalHitTemplateId:926051491;,900,86400,Fri May 12 19:51:14 PDT 2017,,,39KFRKBFIO3J8G88I9JTJ2JKQDXYOZ,A10,Submitted,Fri May 05 20:04:44 PDT 2017,Fri May 05 20:05:32 PDT 2017,Sat May 06 20:05:32 PDT 2017,,,,48,100% (97/97),100% (97/97),100% (95/95),11 commercial aircraft went missing from the Tripoli airport,Nearly a Dozen Commercial Airliners Missing Ahead of 911 Anniversary After Islamists Overrun Libyan Airport,2101.0,11 commercial aircraft went missing from the Tripoli airport,What Glenn Beck Fears May Be Done With the 11 Missing Jets,2102.0,11 commercial aircraft went missing from the Tripoli airport,Reports of missing Libyan planes raise 911 terror fears,2103.0,11 commercial aircraft went missing from the Tripoli airport,Missing Libyan jetliners raise fears of terror attacks on 911,2104.0,11 commercial aircraft went missing from the Tripoli airport,11 jetliners missing after Islamist takeover of airport,2105.0,For,For,For,For,For,{},,
3LOJFQ4BOXNUXUU8YJZKBGXN35XKDD,3XPFDBC9D5LO7Z355F9WACS3ETPR9K,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing","news, fact-check",$0.10,Fri May 05 19:51:14 PDT 2017,5,BatchId:2793340;OriginalHitTemplateId:926051491;,900,86400,Fri May 12 19:51:14 PDT 2017,,,3HOSI13XH0WP68MSW4IZVNXK4BJDD8,A43,Submitted,Fri May 05 19:58:19 PDT 2017,Fri May 05 19:58:33 PDT 2017,Sat May 06 19:58:33 PDT 2017,,,,14,100% (21/21),100% (21/21),100% (21/21),11 commercial aircraft went missing from the Tripoli airport,Nearly a Dozen Commercial Airliners Missing Ahead of 911 Anniversary After Islamists Overrun Libyan Airport,2101.0,11 commercial aircraft went missing from the Tripoli airport,What Glenn Beck Fears May Be Done With the 11 Missing Jets,2102.0,11 commercial aircraft went missing from the Tripoli airport,Reports of missing Libyan planes raise 911 terror fears,2103.0,11 commercial aircraft went missing from the Tripoli airport,Missing Libyan jetliners raise fears of terror attacks on 911,2104.0,11 commercial aircraft went missing from the Tripoli airport,11 jetliners missing after Islamist takeover of airport,2105.0,For,Probably For,Probably For,For,Neutral,very better,,
3LOJFQ4BOXNUXUU8YJZKBGXN35XKDD,3XPFDBC9D5LO7Z355F9WACS3ETPR9K,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing","news, fact-check",$0.10,Fri May 05 19:51:14 PDT 2017,5,BatchId:2793340;OriginalHitTemplateId:926051491;,900,86400,Fri May 12 19:51:14 PDT 2017,,,3ND9UOO81LA7DQABQGLD6OUAK0QLW4,A6,Submitted,Fri May 05 19:53:43 PDT 2017,Fri May 05 19:54:00 PDT 2017,Sat May 06 19:54:00 PDT 2017,,,,17,100% (22/22),100% (22/22),100% (20/20),11 commercial aircraft went missing from the Tripoli airport,Nearly a Dozen Commercial Airliners Missing Ahead of 911 Anniversary After Islamists Overrun Libyan Airport,2101.0,11 commercial aircraft went missing from the Tripoli airport,What Glenn Beck Fears May Be Done With the 11 Missing Jets,2102.0,11 commercial aircraft went missing from the Tripoli airport,Reports of missing Libyan planes raise 911 terror fears,2103.0,11 commercial aircraft went missing from the Tripoli airport,Missing Libyan jetliners raise fears of terror attacks on 911,2104.0,11 commercial aircraft went missing from the Tripoli airport,11 jetliners missing after Islamist takeover of airport,2105.0,For,Probably For,For,Probably For,For,very better,,
3LOJFQ4BOXNUXUU8YJZKBGXN35XKDD,3XPFDBC9D5LO7Z355F9WACS3ETPR9K,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing","news, fact-check",$0.10,Fri May 05 19:51:14 PDT 2017,5,BatchId:2793340;OriginalHitTemplateId:926051491;,900,86400,Fri May 12 19:51:14 PDT 2017,,,3TK8OJTYM2TKPMP4SY9O13KGI1TPV0,A195,Submitted,Fri May 05 20:13:37 PDT 2017,Fri May 05 20:14:01 PDT 2017,Sat May 06 20:14:01 PDT 2017,,,,24,100% (32/32),100% (27/27),0% (0/0),11 commercial aircraft went missing from the Tripoli airport,Nearly a Dozen Commercial Airliners Missing Ahead of 911 Anniversary After Islamists Overrun Libyan Airport,2101.0,11 commercial aircraft went missing from the Tripoli airport,What Glenn Beck Fears May Be Done With the 11 Missing Jets,2102.0,11 commercial aircraft went missing from the Tripoli airport,Reports of missing Libyan planes raise 911 terror fears,2103.0,11 commercial aircraft went missing from the Tripoli airport,Missing Libyan jetliners raise fears of terror attacks on 911,2104.0,11 commercial aircraft went missing from the Tripoli airport,11 jetliners missing after Islamist takeover of airport,2105.0,For,Probably For,Neutral,Probably For,For,{},,
3I4E7AFQ2K763ZKN2OZNF5FWR2LTJ6,3XPFDBC9D5LO7Z355F9WACS3ETPR9K,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing","news, fact-check",$0.10,Fri May 05 19:51:14 PDT 2017,5,BatchId:2793340;OriginalHitTemplateId:926051491;,900,86400,Fri May 12 19:51:14 PDT 2017,,,33TIN5LC05IG1T42GK0BMCOVVEA9YV,A43,Submitted,Fri May 05 19:56:33 PDT 2017,Fri May 05 19:56:47 PDT 2017,Sat May 06 19:56:47 PDT 2017,,,,14,100% (21/21),100% (21/21),100% (21/21),Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,Egypt's President denies offering land to Palestinians,2106.0,Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,El-Sisi denies claims he'll give Sinai land to Palestinians,2107.0,Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,The Greater Gaza Plan: Is Israel trying to force Palestinians into Sinai?,2108.0,Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,Israeli Sisi offered Abbas a Palestinian state in Sinai,2109.0,Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,Israeli right welcomes Sisi's offer to a Palestinian State in Sinai,2110.0,Probably For,For,Probably For,For,Probably For,very better,,
3I4E7AFQ2K763ZKN2OZNF5FWR2LTJ6,3XPFDBC9D5LO7Z355F9WACS3ETPR9K,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing","news, fact-check",$0.10,Fri May 05 19:51:14 PDT 2017,5,BatchId:2793340;OriginalHitTemplateId:926051491;,900,86400,Fri May 12 19:51:14 PDT 2017,,,39ZSFO5CA94OQWX6SVUZ8LWLVVBJU2,A6,Submitted,Fri May 05 19:56:24 PDT 2017,Fri May 05 19:56:39 PDT 2017,Sat May 06 19:56:39 PDT 2017,,,,15,100% (22/22),100% (22/22),100% (20/20),Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,Egypt's President denies offering land to Palestinians,2106.0,Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,El-Sisi denies claims he'll give Sinai land to Palestinians,2107.0,Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,The Greater Gaza Plan: Is Israel trying to force Palestinians into Sinai?,2108.0,Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,Israeli Sisi offered Abbas a Palestinian state in Sinai,2109.0,Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,Israeli right welcomes Sisi's offer to a Palestinian State in Sinai,2110.0,For,Probably For,For,Probably For,For,very better,,
3I4E7AFQ2K763ZKN2OZNF5FWR2LTJ6,3XPFDBC9D5LO7Z355F9WACS3ETPR9K,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing","news, fact-check",$0.10,Fri May 05 19:51:14 PDT 2017,5,BatchId:2793340;OriginalHitTemplateId:926051491;,900,86400,Fri May 12 19:51:14 PDT 2017,,,3A0EX8ZRN9WZPMJZE4E7DIJLJEGYBX,A34,Submitted,Fri May 05 20:15:37 PDT 2017,Fri May 05 20:17:01 PDT 2017,Sat May 06 20:17:01 PDT 2017,,,,84,0% (0/0),0% (0/0),0% (0/0),Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,Egypt's President denies offering land to Palestinians,2106.0,Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,El-Sisi denies claims he'll give Sinai land to Palestinians,2107.0,Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,The Greater Gaza Plan: Is Israel trying to force Palestinians into Sinai?,2108.0,Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,Israeli Sisi offered Abbas a Palestinian state in Sinai,2109.0,Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,Israeli right welcomes Sisi's offer to a Palestinian State in Sinai,2110.0,Probably Against,Against,Probably For,Probably For,Probably For,{},,
3I4E7AFQ2K763ZKN2OZNF5FWR2LTJ6,3XPFDBC9D5LO7Z355F9WACS3ETPR9K,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing","news, fact-check",$0.10,Fri May 05 19:51:14 PDT 2017,5,BatchId:2793340;OriginalHitTemplateId:926051491;,900,86400,Fri May 12 19:51:14 PDT 2017,,,3AZHRG4CU5SXPWJ1R3OS37RPJ9N309,A150,Submitted,Fri May 05 20:08:18 PDT 2017,Fri May 05 20:08:47 PDT 2017,Sat May 06 20:08:47 PDT 2017,,,,29,0% (0/0),0% (0/0),0% (0/0),Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,Egypt's President denies offering land to Palestinians,2106.0,Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,El-Sisi denies claims he'll give Sinai land to Palestinians,2107.0,Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,The Greater Gaza Plan: Is Israel trying to force Palestinians into Sinai?,2108.0,Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,Israeli Sisi offered Abbas a Palestinian state in Sinai,2109.0,Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,Israeli right welcomes Sisi's offer to a Palestinian State in Sinai,2110.0,Probably For,Probably Against,For,Probably For,Neutral,very better,,
3I4E7AFQ2K763ZKN2OZNF5FWR2LTJ6,3XPFDBC9D5LO7Z355F9WACS3ETPR9K,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing","news, fact-check",$0.10,Fri May 05 19:51:14 PDT 2017,5,BatchId:2793340;OriginalHitTemplateId:926051491;,900,86400,Fri May 12 19:51:14 PDT 2017,,,3XC1O3LBOTUFL96HVBG2J4NBG6ALTG,A10,Submitted,Fri May 05 20:04:07 PDT 2017,Fri May 05 20:04:44 PDT 2017,Sat May 06 20:04:44 PDT 2017,,,,37,100% (97/97),100% (97/97),100% (95/95),Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,Egypt's President denies offering land to Palestinians,2106.0,Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,El-Sisi denies claims he'll give Sinai land to Palestinians,2107.0,Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,The Greater Gaza Plan: Is Israel trying to force Palestinians into Sinai?,2108.0,Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,Israeli Sisi offered Abbas a Palestinian state in Sinai,2109.0,Egyptian President al-Sisi proposed expanding the Gaza Strip through Sinai land,Israeli right welcomes Sisi's offer to a Palestinian State in Sinai,2110.0,Against,Against,Neutral,For,For,{},,
