HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.claimHeadline1,Input.articleHeadline1,Input.articleCount1,Input.articleHeadlineStance1,Input.claimHeadline2,Input.articleHeadline2,Input.articleCount2,Input.articleHeadlineStance2,Input.claimHeadline3,Input.articleHeadline3,Input.articleCount3,Input.articleHeadlineStance3,Input.claimHeadline4,Input.articleHeadline4,Input.articleCount4,Input.articleHeadlineStance4,Input.claimHeadline5,Input.articleHeadline5,Input.articleCount5,Input.articleHeadlineStance5,Answer.explain1,Answer.explain2,Answer.explain3,Answer.explain4,Answer.explain5,Answer.stance1,Answer.stance2,Answer.stance3,Answer.stance4,Answer.stance5,Answer.user_feedback,Approve,Reject
3ZUE82NE0A970D63G0X79BRHKJJF82,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sun May 07 10:57:33 PDT 2017,5,BatchId:2794184;OriginalHitTemplateId:926051491;,1200,86400,Mon May 08 10:57:33 PDT 2017,,,37U1UTWH9WU7QN96XX23EK0N8P4R8L,A100,Submitted,Sun May 07 12:07:02 PDT 2017,Sun May 07 12:08:24 PDT 2017,Mon May 08 12:08:24 PDT 2017,,,,82,100% (138/138),100% (138/138),100% (39/39),The Nigerian government and Boko Haram have reached a ceasefire agreement,"Boko Haram claims to have German hostage, denies ceasefire",2436.0,against,The Nigerian government and Boko Haram have reached a ceasefire agreement,"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",2437.0,observing,The Nigerian government and Boko Haram have reached a ceasefire agreement,"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",2438.0,against,The Nigerian government and Boko Haram have reached a ceasefire agreement,"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",2439.0,observing,The Nigerian government and Boko Haram have reached a ceasefire agreement,Boko Haram will release abducted schoolgirls and agree to ceasefire claims Nigerian official,2440.0,observing,Boko Haram,Boko Haram,Boko Haram,Boko Haram,Boko Haram,For,Observing,For,For,For,{},,
3ZUE82NE0A970D63G0X79BRHKJJF82,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sun May 07 10:57:33 PDT 2017,5,BatchId:2794184;OriginalHitTemplateId:926051491;,1200,86400,Mon May 08 10:57:33 PDT 2017,,,3KYQYYSHYWFGA5DHMDWF6H9J8TFODD,A175,Submitted,Sun May 07 11:38:49 PDT 2017,Sun May 07 11:40:12 PDT 2017,Mon May 08 11:40:12 PDT 2017,,,,83,100% (59/59),100% (55/55),100% (23/23),The Nigerian government and Boko Haram have reached a ceasefire agreement,"Boko Haram claims to have German hostage, denies ceasefire",2436.0,against,The Nigerian government and Boko Haram have reached a ceasefire agreement,"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",2437.0,observing,The Nigerian government and Boko Haram have reached a ceasefire agreement,"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",2438.0,against,The Nigerian government and Boko Haram have reached a ceasefire agreement,"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",2439.0,observing,The Nigerian government and Boko Haram have reached a ceasefire agreement,Boko Haram will release abducted schoolgirls and agree to ceasefire claims Nigerian official,2440.0,observing,denies,headline ends with question mark,Never Happened,To Be Released,claims,Against,Observing,Against,For,Observing,{},,
3ZUE82NE0A970D63G0X79BRHKJJF82,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sun May 07 10:57:33 PDT 2017,5,BatchId:2794184;OriginalHitTemplateId:926051491;,1200,86400,Mon May 08 10:57:33 PDT 2017,,,3M23Y66PO3FWNOQVJ75AKG9SOWZ6S4,A7,Submitted,Sun May 07 12:47:36 PDT 2017,Sun May 07 12:48:45 PDT 2017,Mon May 08 12:48:45 PDT 2017,,,,69,100% (20/20),100% (20/20),100% (11/11),The Nigerian government and Boko Haram have reached a ceasefire agreement,"Boko Haram claims to have German hostage, denies ceasefire",2436.0,against,The Nigerian government and Boko Haram have reached a ceasefire agreement,"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",2437.0,observing,The Nigerian government and Boko Haram have reached a ceasefire agreement,"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",2438.0,against,The Nigerian government and Boko Haram have reached a ceasefire agreement,"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",2439.0,observing,The Nigerian government and Boko Haram have reached a ceasefire agreement,Boko Haram will release abducted schoolgirls and agree to ceasefire claims Nigerian official,2440.0,observing,denies,Struck A Cease-Fire,Truce Never Happened,Boko Haram Cease-Fire,agree to ceasefire claims,Against,Observing,Against,Observing,For,{},,
3ZUE82NE0A970D63G0X79BRHKJJF82,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sun May 07 10:57:33 PDT 2017,5,BatchId:2794184;OriginalHitTemplateId:926051491;,1200,86400,Mon May 08 10:57:33 PDT 2017,,,3OSWBBLG1F534ER9N4JBPU0CKXIDX5,A171,Submitted,Sun May 07 11:15:56 PDT 2017,Sun May 07 11:19:15 PDT 2017,Mon May 08 11:19:15 PDT 2017,,,,199,100% (61/61),100% (61/61),100% (3/3),The Nigerian government and Boko Haram have reached a ceasefire agreement,"Boko Haram claims to have German hostage, denies ceasefire",2436.0,against,The Nigerian government and Boko Haram have reached a ceasefire agreement,"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",2437.0,observing,The Nigerian government and Boko Haram have reached a ceasefire agreement,"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",2438.0,against,The Nigerian government and Boko Haram have reached a ceasefire agreement,"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",2439.0,observing,The Nigerian government and Boko Haram have reached a ceasefire agreement,Boko Haram will release abducted schoolgirls and agree to ceasefire claims Nigerian official,2440.0,observing,denies ceasefire,Are They Talking To The Right Guy?,Truce Never Happened,Officials Say,claims Nigerian official,Against,Observing,Against,Observing,Observing,{},,
3TRB893CSJI9EZXFHFBJDWVYAED7G6,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sun May 07 10:57:33 PDT 2017,5,BatchId:2794184;OriginalHitTemplateId:926051491;,1200,86400,Mon May 08 10:57:33 PDT 2017,,,336YQZE83WMX6PDCURZJG1WM0C7M5T,A175,Submitted,Sun May 07 13:27:56 PDT 2017,Sun May 07 13:29:24 PDT 2017,Mon May 08 13:29:24 PDT 2017,,,,88,100% (59/59),100% (55/55),100% (23/23),The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",2461.0,for,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Pictured: Recent Muslim convert Michael Zehaf-Bibeau who shot dead a solider and opened fire on Canadian Parliament,2462.0,for,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,2463.0,observing,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Ottawa Gunman Identified As Michael Zehaf-Bibeau,2464.0,for,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials,2465.0,for,"Michael Zehaf-Bibeau, slain Ottawa shooter",Michael Zehaf-Bibeau who shot dead a solider,possible suspect,Identified,Suspect Identified,For,For,Observing,For,Observing,{},,
3TRB893CSJI9EZXFHFBJDWVYAED7G6,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sun May 07 10:57:33 PDT 2017,5,BatchId:2794184;OriginalHitTemplateId:926051491;,1200,86400,Mon May 08 10:57:33 PDT 2017,,,34PGFRQONPJ1I0MBNV90Q9HIGFDJW0,A100,Submitted,Sun May 07 12:11:11 PDT 2017,Sun May 07 12:12:57 PDT 2017,Mon May 08 12:12:57 PDT 2017,,,,106,100% (138/138),100% (138/138),100% (39/39),The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",2461.0,for,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Pictured: Recent Muslim convert Michael Zehaf-Bibeau who shot dead a solider and opened fire on Canadian Parliament,2462.0,for,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,2463.0,observing,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Ottawa Gunman Identified As Michael Zehaf-Bibeau,2464.0,for,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials,2465.0,for,Michael Zehaf-Bibeau,Michael Zehaf-Bibeau,Michael Zehaf-Bibeau,Michael Zehaf-Bibeau,Who Is Michael Zehaf-Bibeau,For,For,For,For,Observing,{},,
3TRB893CSJI9EZXFHFBJDWVYAED7G6,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sun May 07 10:57:33 PDT 2017,5,BatchId:2794184;OriginalHitTemplateId:926051491;,1200,86400,Mon May 08 10:57:33 PDT 2017,,,3IXQG4FA2U6KOLBR6SMRE1QUA9MB9K,A7,Submitted,Sun May 07 13:11:05 PDT 2017,Sun May 07 13:12:24 PDT 2017,Mon May 08 13:12:24 PDT 2017,,,,79,100% (20/20),100% (20/20),100% (11/11),The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",2461.0,for,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Pictured: Recent Muslim convert Michael Zehaf-Bibeau who shot dead a solider and opened fire on Canadian Parliament,2462.0,for,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,2463.0,observing,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Ottawa Gunman Identified As Michael Zehaf-Bibeau,2464.0,for,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials,2465.0,for,slain Ottawa shooter,who shot,as possible,Identified,Identified,For,Observing,For,Observing,Observing,{},,
3TRB893CSJI9EZXFHFBJDWVYAED7G6,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sun May 07 10:57:33 PDT 2017,5,BatchId:2794184;OriginalHitTemplateId:926051491;,1200,86400,Mon May 08 10:57:33 PDT 2017,,,3MYYFCXHJ4FFIWDQ5JIEY46B4U0G4A,A142,Submitted,Sun May 07 13:16:12 PDT 2017,Sun May 07 13:18:11 PDT 2017,Mon May 08 13:18:11 PDT 2017,,,,119,100% (23/23),100% (23/23),0% (0/0),The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",2461.0,for,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Pictured: Recent Muslim convert Michael Zehaf-Bibeau who shot dead a solider and opened fire on Canadian Parliament,2462.0,for,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,2463.0,observing,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Ottawa Gunman Identified As Michael Zehaf-Bibeau,2464.0,for,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials,2465.0,for,"Michael Zehaf-Bibeau, slain",Michael Zehaf-Bibeau who,as possible suspect - source,Identified As,Identified By Canadian Officials,For,For,Observing,Observing,Observing,{},,
3XT3KXP24Z646QP5OT6USU8IUGLI6A,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sun May 07 10:57:33 PDT 2017,5,BatchId:2794184;OriginalHitTemplateId:926051491;,1200,86400,Mon May 08 10:57:33 PDT 2017,,,3F0BG9B9MQVCNAG91N2R8GXP0SG7YJ,A175,Submitted,Sun May 07 13:06:14 PDT 2017,Sun May 07 13:07:22 PDT 2017,Mon May 08 13:07:22 PDT 2017,,,,68,100% (59/59),100% (55/55),100% (23/23),The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Ottawa shooting: Nathan Cirillo named as dead soldier while suspect identified as Michael Zehaf-Bibeau,2466.0,for,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,CBS News Names Canadian Parliament Shooting Suspect,2467.0,observing,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,"UPDATE: Soldier, gunman who died in Ottawa rampage identified",2468.0,for,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Canadian Michael Zehaf-Bibeau thought to be the gunman in Ottawa shooting,2469.0,observing,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Hero soldier Nathan Cirillo killed by convicted criminal Michael Zehaf-Bibeau,2470.0,for,suspect identified,Names,identified,thought to be,convicted criminal Michael Zehaf-Bibeau,For,For,For,Observing,For,{},,
3XT3KXP24Z646QP5OT6USU8IUGLI6A,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sun May 07 10:57:33 PDT 2017,5,BatchId:2794184;OriginalHitTemplateId:926051491;,1200,86400,Mon May 08 10:57:33 PDT 2017,,,3IXQG4FA2U6KOLBR6SMRE1QUA9HB9F,A7,Submitted,Sun May 07 11:31:45 PDT 2017,Sun May 07 11:35:01 PDT 2017,Mon May 08 11:35:01 PDT 2017,,,,196,100% (20/20),100% (20/20),100% (11/11),The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Ottawa shooting: Nathan Cirillo named as dead soldier while suspect identified as Michael Zehaf-Bibeau,2466.0,for,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,CBS News Names Canadian Parliament Shooting Suspect,2467.0,observing,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,"UPDATE: Soldier, gunman who died in Ottawa rampage identified",2468.0,for,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Canadian Michael Zehaf-Bibeau thought to be the gunman in Ottawa shooting,2469.0,observing,The attacker shot and killed on Parliament Hill is named Michael Zehaf-Bibeau,Hero soldier Nathan Cirillo killed by convicted criminal Michael Zehaf-Bibeau,2470.0,for,while suspect identified,Shooting Suspect,identified,thought to be,killed by,For,For,For,For,Observing,{},,
