HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.claimHeadline1,Input.articleHeadline1,Input.articleCount1,Input.claimHeadline2,Input.articleHeadline2,Input.articleCount2,Input.claimHeadline3,Input.articleHeadline3,Input.articleCount3,Input.claimHeadline4,Input.articleHeadline4,Input.articleCount4,Input.claimHeadline5,Input.articleHeadline5,Input.articleCount5,Answer.explain1,Answer.explain2,Answer.explain3,Answer.explain4,Answer.explain5,Answer.stance1,Answer.stance2,Answer.stance3,Answer.stance4,Answer.stance5,Answer.user_feedback,Approve,Reject
3G3AJKPCXL0CH30W9NZIHKISNVIY4P,359956SLTY5J814EUCCMFLJYEN4LR9,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Tue Apr 18 09:03:01 PDT 2017,7,BatchId:2770710;OriginalHitTemplateId:926051491;,3600,86400,Tue Apr 25 14:37:40 PDT 2017,,,31EUONYN2WB24MD3DYW9C3FQ4VBVOX,A101,Approved,Tue Apr 18 09:38:43 PDT 2017,Tue Apr 18 09:40:03 PDT 2017,Wed Apr 19 09:40:03 PDT 2017,2017-04-19 16:40:51 UTC,,,80,100% (18/18),100% (18/18),100% (18/18),The Batmobile was stolen,The Case of the Stolen Batmobile Has Been Solved,301.0,The Batmobile was stolen,Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,302.0,The Batmobile was stolen,Has The Batman Vs. Superman Batmobile Been Stolen In Detroit? UPDATE,303.0,The Batmobile was stolen,UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By Shocker Detroit Locals,304.0,The Batmobile was stolen,It's back The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN,305.0,Has Been Solved,Rumor,Detroit? UPDATE,Reportedly,rumors,For,Against,Observing,Observing,Against,{},,
3G3AJKPCXL0CH30W9NZIHKISNVIY4P,359956SLTY5J814EUCCMFLJYEN4LR9,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Tue Apr 18 09:03:01 PDT 2017,7,BatchId:2770710;OriginalHitTemplateId:926051491;,3600,86400,Tue Apr 25 14:37:40 PDT 2017,,,32VNZTT0A8C67MM4LUCQX8KI20XR4T,A166,Rejected,Tue Apr 18 14:00:41 PDT 2017,Tue Apr 18 14:00:51 PDT 2017,Wed Apr 19 14:00:51 PDT 2017,,Tue Apr 18 14:37:40 PDT 2017,You must explain your answers (see the instruction).,10,98% (844/862),98% (844/862),98% (844/862),The Batmobile was stolen,The Case of the Stolen Batmobile Has Been Solved,301.0,The Batmobile was stolen,Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,302.0,The Batmobile was stolen,Has The Batman Vs. Superman Batmobile Been Stolen In Detroit? UPDATE,303.0,The Batmobile was stolen,UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By Shocker Detroit Locals,304.0,The Batmobile was stolen,It's back The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN,305.0,{},{},{},{},{},For,For,For,For,For,{},,
3G3AJKPCXL0CH30W9NZIHKISNVIY4P,359956SLTY5J814EUCCMFLJYEN4LR9,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Tue Apr 18 09:03:01 PDT 2017,7,BatchId:2770710;OriginalHitTemplateId:926051491;,3600,86400,Tue Apr 25 14:37:40 PDT 2017,,,33PPUNGG39DMAJAT6N2GR4XR3TXZR6,A91,Approved,Tue Apr 18 09:07:49 PDT 2017,Tue Apr 18 09:33:37 PDT 2017,Wed Apr 19 09:33:37 PDT 2017,2017-04-19 16:33:47 UTC,,,1548,99% (720/730),99% (720/730),99% (720/730),The Batmobile was stolen,The Case of the Stolen Batmobile Has Been Solved,301.0,The Batmobile was stolen,Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,302.0,The Batmobile was stolen,Has The Batman Vs. Superman Batmobile Been Stolen In Detroit? UPDATE,303.0,The Batmobile was stolen,UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By Shocker Detroit Locals,304.0,The Batmobile was stolen,It's back The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN,305.0,{},Rumor,{},Reportedly Stolen,rumors,For,Observing,Observing,For,Observing,{},,
3G3AJKPCXL0CH30W9NZIHKISNVIY4P,359956SLTY5J814EUCCMFLJYEN4LR9,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Tue Apr 18 09:03:01 PDT 2017,7,BatchId:2770710;OriginalHitTemplateId:926051491;,3600,86400,Tue Apr 25 14:37:40 PDT 2017,,,39KFRKBFIO3J8G88I9JTJ2JKMCAYO6,A176,Approved,Tue Apr 18 09:12:26 PDT 2017,Tue Apr 18 09:13:41 PDT 2017,Wed Apr 19 09:13:41 PDT 2017,2017-04-19 16:14:22 UTC,,,75,100% (5/5),100% (5/5),100% (5/5),The Batmobile was stolen,The Case of the Stolen Batmobile Has Been Solved,301.0,The Batmobile was stolen,Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,302.0,The Batmobile was stolen,Has The Batman Vs. Superman Batmobile Been Stolen In Detroit? UPDATE,303.0,The Batmobile was stolen,UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By Shocker Detroit Locals,304.0,The Batmobile was stolen,It's back The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN,305.0,Has Been Solved,Makes Fun,Stolen In Detroit?,Reportedly,takes a spin around Detroit... after rumors it had been STOLEN,Against,Against,Observing,Observing,Against,{},,
3G3AJKPCXL0CH30W9NZIHKISNVIY4P,359956SLTY5J814EUCCMFLJYEN4LR9,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Tue Apr 18 09:03:01 PDT 2017,7,BatchId:2770710;OriginalHitTemplateId:926051491;,3600,86400,Tue Apr 25 14:37:40 PDT 2017,,,3DY46V3X3QQZYIS62SIXZZL0AC155S,A16,Approved,Tue Apr 18 09:07:54 PDT 2017,Tue Apr 18 09:24:07 PDT 2017,Wed Apr 19 09:24:07 PDT 2017,2017-04-19 16:24:42 UTC,,,973,89% (103/116),89% (103/116),89% (103/116),The Batmobile was stolen,The Case of the Stolen Batmobile Has Been Solved,301.0,The Batmobile was stolen,Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,302.0,The Batmobile was stolen,Has The Batman Vs. Superman Batmobile Been Stolen In Detroit? UPDATE,303.0,The Batmobile was stolen,UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By Shocker Detroit Locals,304.0,The Batmobile was stolen,It's back The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN,305.0,Stolen,Rumor,{},Stolen,rumors,For,Observing,Observing,For,Observing,{},,
3G3AJKPCXL0CH30W9NZIHKISNVIY4P,359956SLTY5J814EUCCMFLJYEN4LR9,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Tue Apr 18 09:03:01 PDT 2017,7,BatchId:2770710;OriginalHitTemplateId:926051491;,3600,86400,Tue Apr 25 14:37:40 PDT 2017,,,3PH3VY7DJM5RIFRF5HCME358VD6WZA,A62,Approved,Wed Apr 19 00:21:45 PDT 2017,Wed Apr 19 00:26:42 PDT 2017,Thu Apr 20 00:26:42 PDT 2017,2017-04-20 07:27:27 UTC,,,297,100% (2/2),100% (2/2),100% (2/2),The Batmobile was stolen,The Case of the Stolen Batmobile Has Been Solved,301.0,The Batmobile was stolen,Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,302.0,The Batmobile was stolen,Has The Batman Vs. Superman Batmobile Been Stolen In Detroit? UPDATE,303.0,The Batmobile was stolen,UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By Shocker Detroit Locals,304.0,The Batmobile was stolen,It's back The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN,305.0,Case of,Makes Fun,Been Stolen,Reportedly Stolen,takes a spin around,For,Observing,Observing,,Observing,{},,
3G3AJKPCXL0CH30W9NZIHKISNVIY4P,359956SLTY5J814EUCCMFLJYEN4LR9,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Tue Apr 18 09:03:01 PDT 2017,7,BatchId:2770710;OriginalHitTemplateId:926051491;,3600,86400,Tue Apr 25 14:37:40 PDT 2017,,,3RXPCZQMQQJYQXG7I1ZC06Z8O5DG16,A229,Rejected,Tue Apr 18 09:33:25 PDT 2017,Tue Apr 18 09:36:33 PDT 2017,Wed Apr 19 09:36:33 PDT 2017,,Tue Apr 18 10:30:44 PDT 2017,You must explain your answers.,188,87% (115/132),87% (115/132),72% (44/61),The Batmobile was stolen,The Case of the Stolen Batmobile Has Been Solved,301.0,The Batmobile was stolen,Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,302.0,The Batmobile was stolen,Has The Batman Vs. Superman Batmobile Been Stolen In Detroit? UPDATE,303.0,The Batmobile was stolen,UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By Shocker Detroit Locals,304.0,The Batmobile was stolen,It's back The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN,305.0,{},{},{},{},{},Observing,Observing,Observing,Observing,Observing,{},,
3HXCEECSQM1SK0OLUGP8BGV1OQLZY2,359956SLTY5J814EUCCMFLJYEN4LR9,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Tue Apr 18 09:03:01 PDT 2017,9,BatchId:2770710;OriginalHitTemplateId:926051491;,3600,86400,Tue Apr 25 14:37:41 PDT 2017,,,32EYX73OY1H5OKGJ0038ACIC1BNRUE,A179,Approved,Tue Apr 18 09:44:46 PDT 2017,Tue Apr 18 09:46:50 PDT 2017,Wed Apr 19 09:46:50 PDT 2017,2017-04-19 16:48:01 UTC,,,124,100% (14/14),100% (14/14),100% (14/14),The Batmobile was stolen,"At CBS Detroit, Fan Site Scuttlebutt Is Enough to Report False Batmobile Theft",306.0,The Batmobile was stolen,"Batmobile stolen in Detroit? Good one, joker",307.0,The Batmobile was stolen,Batmobile Stolen From Batman V Superman: Dawn Of Justice Set? Report Claims That One Of The Batmobile Models Is Missing Detroit Locals Responsible?,308.0,The Batmobile was stolen,Zack Snyder's Batman V Superman: Dawn Of Justice Stolen Batmobile Rumor Put To Rest,309.0,The Batmobile was stolen,Zack Snyder Kills Stolen Batmobile Rumor With Great Photo,310.0,False,joker,claims,Rumor,Rumor,Against,Against,Observing,Against,Against,{},,
3HXCEECSQM1SK0OLUGP8BGV1OQLZY2,359956SLTY5J814EUCCMFLJYEN4LR9,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Tue Apr 18 09:03:01 PDT 2017,9,BatchId:2770710;OriginalHitTemplateId:926051491;,3600,86400,Tue Apr 25 14:37:41 PDT 2017,,,3483FV8BEFR3IP9XPSQ4TYWOMZO26B,A166,Rejected,Tue Apr 18 14:01:16 PDT 2017,Tue Apr 18 14:01:30 PDT 2017,Wed Apr 19 14:01:30 PDT 2017,,Tue Apr 18 14:37:40 PDT 2017,You must explain your answers (see the instruction).,14,98% (844/862),98% (844/862),98% (844/862),The Batmobile was stolen,"At CBS Detroit, Fan Site Scuttlebutt Is Enough to Report False Batmobile Theft",306.0,The Batmobile was stolen,"Batmobile stolen in Detroit? Good one, joker",307.0,The Batmobile was stolen,Batmobile Stolen From Batman V Superman: Dawn Of Justice Set? Report Claims That One Of The Batmobile Models Is Missing Detroit Locals Responsible?,308.0,The Batmobile was stolen,Zack Snyder's Batman V Superman: Dawn Of Justice Stolen Batmobile Rumor Put To Rest,309.0,The Batmobile was stolen,Zack Snyder Kills Stolen Batmobile Rumor With Great Photo,310.0,{},{},{},{},{},For,For,For,For,For,{},,
3HXCEECSQM1SK0OLUGP8BGV1OQLZY2,359956SLTY5J814EUCCMFLJYEN4LR9,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Tue Apr 18 09:03:01 PDT 2017,9,BatchId:2770710;OriginalHitTemplateId:926051491;,3600,86400,Tue Apr 25 14:37:41 PDT 2017,,,36PW28KO404W07XG8P2HB47ZFJ1AE4,A16,Approved,Tue Apr 18 09:08:04 PDT 2017,Tue Apr 18 09:29:31 PDT 2017,Wed Apr 19 09:29:31 PDT 2017,2017-04-19 16:29:37 UTC,,,1287,89% (103/116),89% (103/116),89% (103/116),The Batmobile was stolen,"At CBS Detroit, Fan Site Scuttlebutt Is Enough to Report False Batmobile Theft",306.0,The Batmobile was stolen,"Batmobile stolen in Detroit? Good one, joker",307.0,The Batmobile was stolen,Batmobile Stolen From Batman V Superman: Dawn Of Justice Set? Report Claims That One Of The Batmobile Models Is Missing Detroit Locals Responsible?,308.0,The Batmobile was stolen,Zack Snyder's Batman V Superman: Dawn Of Justice Stolen Batmobile Rumor Put To Rest,309.0,The Batmobile was stolen,Zack Snyder Kills Stolen Batmobile Rumor With Great Photo,310.0,Report False,joker,{},Rumor,Stolen,Against,Against,Observing,Observing,For,{},,
