HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.claimHeadline1,Input.articleHeadline1,Input.articleCount1,Input.articleHeadlineStance1,Input.claimHeadline2,Input.articleHeadline2,Input.articleCount2,Input.articleHeadlineStance2,Input.claimHeadline3,Input.articleHeadline3,Input.articleCount3,Input.articleHeadlineStance3,Input.claimHeadline4,Input.articleHeadline4,Input.articleCount4,Input.articleHeadlineStance4,Input.claimHeadline5,Input.articleHeadline5,Input.articleCount5,Input.articleHeadlineStance5,Answer.explain1,Answer.explain2,Answer.explain3,Answer.explain4,Answer.explain5,Answer.stance1,Answer.stance2,Answer.stance3,Answer.stance4,Answer.stance5,Answer.user_feedback,Approve,Reject
3E22YV8GG1E4UXI105IV32VGBJKNPE,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 12:07:26 PDT 2017,7,BatchId:2793686;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 12:07:26 PDT 2017,,,3B3WTRP3DCAQ08BVNZTGD8NQG1I29E,A100,Submitted,Sat May 06 12:57:14 PDT 2017,Sat May 06 12:58:49 PDT 2017,Sun May 07 12:58:49 PDT 2017,,,,95,100% (99/99),100% (99/99),100% (32/32),Someone vandalized a Bugatti sportscar with a penis drawing,Vandals spray a rude drawing on 2.4m Bugatti Veyron but fortunately for the owner it is all a prank,2201.0,against,Someone vandalized a Bugatti sportscar with a penis drawing,Someone painted a graffiti dick on a 2.5 million car,2202.0,for,Someone vandalized a Bugatti sportscar with a penis drawing,Penis Drawn On Bugatti Veyron Could Be World's Most Expensive Car Vandalism,2203.0,for,Someone vandalized a Bugatti sportscar with a penis drawing,Cheeky vandals paint giant penis on bonnet of 1.5 million Bugatti Veyron sportscar,2204.0,for,Someone vandalized a Bugatti sportscar with a penis drawing,Penis graffiti drawn on 1.5million Bugatti Veyron,2205.0,for,Vandals,vandalized,vandalized,vandalized,vandalized,For,For,For,For,For,{},,
3YCT0L9OMMH17PYTSMMPY70RY3RSNZ,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 12:07:26 PDT 2017,7,BatchId:2793686;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 12:07:26 PDT 2017,,,3IHR8NYAM89LV96P8281SDK35JX4P8,A224,Submitted,Sat May 06 13:48:52 PDT 2017,Sat May 06 13:50:05 PDT 2017,Sun May 07 13:50:05 PDT 2017,,,,73,100% (2/2),100% (1/1),0% (0/0),"Cesar Milln, the Dog Whisperer, has died",Cesar Millan is Not Dead: Dog Whisperer Death Hoax Circulates,2206.0,against,"Cesar Milln, the Dog Whisperer, has died",Hoax Busted: Report on Popular Dog Whisperer Cesar Millan's Death is False,2207.0,against,"Cesar Milln, the Dog Whisperer, has died",The news of Cesar Millan's death is false,2208.0,against,"Cesar Milln, the Dog Whisperer, has died",Web Portal publishes death of Dog Whisperer,2209.0,against,"Cesar Milln, the Dog Whisperer, has died",The famous Dog whisperer Cesar Millan died of a heart attack this morning.,2210.0,for,"Not Dead, Hoax","Hoax Busted,  False",false,Web Portal publishes,died,Against,Against,Against,Observing,For,{},,
3YCT0L9OMMH17PYTSMMPY70RY3RSNZ,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 12:07:26 PDT 2017,7,BatchId:2793686;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 12:07:26 PDT 2017,,,3IX2EGZR7CRWA45PO1ZU3A91OYAJR5,A100,Submitted,Sat May 06 12:58:50 PDT 2017,Sat May 06 13:00:43 PDT 2017,Sun May 07 13:00:43 PDT 2017,,,,113,100% (99/99),100% (99/99),100% (32/32),"Cesar Milln, the Dog Whisperer, has died",Cesar Millan is Not Dead: Dog Whisperer Death Hoax Circulates,2206.0,against,"Cesar Milln, the Dog Whisperer, has died",Hoax Busted: Report on Popular Dog Whisperer Cesar Millan's Death is False,2207.0,against,"Cesar Milln, the Dog Whisperer, has died",The news of Cesar Millan's death is false,2208.0,against,"Cesar Milln, the Dog Whisperer, has died",Web Portal publishes death of Dog Whisperer,2209.0,against,"Cesar Milln, the Dog Whisperer, has died",The famous Dog whisperer Cesar Millan died of a heart attack this morning.,2210.0,for,Cesar Millan is Not Dead,Death is False,death is false,Web Portal publishes death,died of a heart,Against,Against,Against,Observing,For,{},,
3YCT0L9OMMH17PYTSMMPY70RY3RSNZ,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 12:07:26 PDT 2017,7,BatchId:2793686;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 12:07:26 PDT 2017,,,3VJ40NV2QJVNRU9E83WUBLR5BD7OTW,A175,Submitted,Sat May 06 12:20:30 PDT 2017,Sat May 06 12:21:44 PDT 2017,Sun May 07 12:21:44 PDT 2017,,,,74,100% (36/36),100% (32/32),0% (0/0),"Cesar Milln, the Dog Whisperer, has died",Cesar Millan is Not Dead: Dog Whisperer Death Hoax Circulates,2206.0,against,"Cesar Milln, the Dog Whisperer, has died",Hoax Busted: Report on Popular Dog Whisperer Cesar Millan's Death is False,2207.0,against,"Cesar Milln, the Dog Whisperer, has died",The news of Cesar Millan's death is false,2208.0,against,"Cesar Milln, the Dog Whisperer, has died",Web Portal publishes death of Dog Whisperer,2209.0,against,"Cesar Milln, the Dog Whisperer, has died",The famous Dog whisperer Cesar Millan died of a heart attack this morning.,2210.0,for,Not Dead Hoax,Hoax Busted,false,Web Portal publishes,died,Against,Against,Against,Observing,For,{},,
3P4ZBJFX2VBIQE2LE3DDNRU32P1FWU,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 12:07:26 PDT 2017,7,BatchId:2793686;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 12:07:26 PDT 2017,,,3634BBTX0P23C3GAFOE0AKGI8VXFIH,A175,Submitted,Sat May 06 12:10:53 PDT 2017,Sat May 06 12:14:29 PDT 2017,Sun May 07 12:14:29 PDT 2017,,,,216,100% (36/36),100% (32/32),0% (0/0),"South African dog fighters forced children to mimic dog fighting, placed bets",UPDATE: Children used as dogs in fights,2211.0,for,"South African dog fighters forced children to mimic dog fighting, placed bets",Children Used To Replace Fighting Dogs,2212.0,for,"South African dog fighters forced children to mimic dog fighting, placed bets",School children in Johannesburg imitate dog fighting during recess,2213.0,for,"South African dog fighters forced children to mimic dog fighting, placed bets",Children in dog fighting horror,2214.0,for,"South African dog fighters forced children to mimic dog fighting, placed bets",Outrage as children imitate dog fighting,2215.0,for,used as dogs,Used To Replace,"""imitate during recess"" sounds voluntary, the opposite of forced",horror,"The headlines does not mention the ""forced"" part, could be describing voluntary play, which is not the same thing.  The headline expresses confidence in SOME event, but not necessarily the same event.",For,For,Against,For,Observing,{},,
3P4ZBJFX2VBIQE2LE3DDNRU32P1FWU,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 12:07:26 PDT 2017,7,BatchId:2793686;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 12:07:26 PDT 2017,,,3H7Z272LX8FHTHDAEU7IEUMER5OPLI,A100,Submitted,Sat May 06 12:44:11 PDT 2017,Sat May 06 12:47:41 PDT 2017,Sun May 07 12:47:41 PDT 2017,,,,210,100% (99/99),100% (99/99),100% (32/32),"South African dog fighters forced children to mimic dog fighting, placed bets",UPDATE: Children used as dogs in fights,2211.0,for,"South African dog fighters forced children to mimic dog fighting, placed bets",Children Used To Replace Fighting Dogs,2212.0,for,"South African dog fighters forced children to mimic dog fighting, placed bets",School children in Johannesburg imitate dog fighting during recess,2213.0,for,"South African dog fighters forced children to mimic dog fighting, placed bets",Children in dog fighting horror,2214.0,for,"South African dog fighters forced children to mimic dog fighting, placed bets",Outrage as children imitate dog fighting,2215.0,for,as dogs in fights,Used To Replace Fighting Dogs,imitate dog fighting,Children in dog fighting horror,as children imitate,Observing,For,For,For,For,{},,
3WRAAIUSBJ72JNQ3DSN7B9XJEBUAX5,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 12:07:26 PDT 2017,7,BatchId:2793686;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 12:07:26 PDT 2017,,,3DBQWDE4Y763O7YC6SEJTGLM50IN5R,A100,Submitted,Sat May 06 12:28:18 PDT 2017,Sat May 06 12:29:31 PDT 2017,Sun May 07 12:29:31 PDT 2017,,,,73,100% (99/99),100% (99/99),100% (32/32),Christian Bale to play Steve Jobs in an upcoming bio flick,Christian Bale in talks to play Steve Jobs in upcoming Sorkin film,2216.0,observing,Christian Bale to play Steve Jobs in an upcoming bio flick,Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,2217.0,for,Christian Bale to play Steve Jobs in an upcoming bio flick,"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",2218.0,against,Christian Bale to play Steve Jobs in an upcoming bio flick,Batman Set To Play Steve Jobs In Upcoming Biopic,2219.0,for,Christian Bale to play Steve Jobs in an upcoming bio flick,Christian Bale Is Steve Jobs,2220.0,for,talks to play,to play,passes on role,To Play,Is Steve Jobs,Observing,For,Against,For,For,{},,
3WRAAIUSBJ72JNQ3DSN7B9XJEBUAX5,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 12:07:26 PDT 2017,7,BatchId:2793686;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 12:07:26 PDT 2017,,,3ERET4BTVNHLHOFLC5ZKD49KX1X9K0,A175,Submitted,Sat May 06 12:30:57 PDT 2017,Sat May 06 12:32:30 PDT 2017,Sun May 07 12:32:30 PDT 2017,,,,93,100% (36/36),100% (32/32),0% (0/0),Christian Bale to play Steve Jobs in an upcoming bio flick,Christian Bale in talks to play Steve Jobs in upcoming Sorkin film,2216.0,observing,Christian Bale to play Steve Jobs in an upcoming bio flick,Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,2217.0,for,Christian Bale to play Steve Jobs in an upcoming bio flick,"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",2218.0,against,Christian Bale to play Steve Jobs in an upcoming bio flick,Batman Set To Play Steve Jobs In Upcoming Biopic,2219.0,for,Christian Bale to play Steve Jobs in an upcoming bio flick,Christian Bale Is Steve Jobs,2220.0,for,in talks,to play,passes,passes,Is,Observing,For,Against,For,For,{},,
3WRAAIUSBJ72JNQ3DSN7B9XJEBUAX5,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 12:07:26 PDT 2017,7,BatchId:2793686;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 12:07:26 PDT 2017,,,3LPW2N6LKUAGJXIL3TQ57BDGDWJU5Y,A224,Submitted,Sat May 06 13:44:27 PDT 2017,Sat May 06 13:45:36 PDT 2017,Sun May 07 13:45:36 PDT 2017,,,,69,100% (2/2),100% (1/1),0% (0/0),Christian Bale to play Steve Jobs in an upcoming bio flick,Christian Bale in talks to play Steve Jobs in upcoming Sorkin film,2216.0,observing,Christian Bale to play Steve Jobs in an upcoming bio flick,Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,2217.0,for,Christian Bale to play Steve Jobs in an upcoming bio flick,"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",2218.0,against,Christian Bale to play Steve Jobs in an upcoming bio flick,Batman Set To Play Steve Jobs In Upcoming Biopic,2219.0,for,Christian Bale to play Steve Jobs in an upcoming bio flick,Christian Bale Is Steve Jobs,2220.0,for,in talks,to play,"passes, wasn't right",to play,is,Observing,For,Against,For,For,{},,
3WRAAIUSBJ72JNQ3DSN7B9XJEBUAX5,34NBII25NZQW9RZTC1L8YYYYY6P2JF,Fact Checking,"Given a claim and some news headlines, label each headline as for/against/observing and explain","news, fact-check",$0.10,Sat May 06 12:07:26 PDT 2017,7,BatchId:2793686;OriginalHitTemplateId:926051491;,1200,86400,Sun May 07 12:07:26 PDT 2017,,,3RSDURM96BUXWPVJOVGXEQP6MEFYEP,A20,Submitted,Sat May 06 16:17:28 PDT 2017,Sat May 06 16:18:30 PDT 2017,Sun May 07 16:18:30 PDT 2017,,,,62,100% (4/4),100% (2/2),0% (0/0),Christian Bale to play Steve Jobs in an upcoming bio flick,Christian Bale in talks to play Steve Jobs in upcoming Sorkin film,2216.0,observing,Christian Bale to play Steve Jobs in an upcoming bio flick,Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,2217.0,for,Christian Bale to play Steve Jobs in an upcoming bio flick,"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",2218.0,against,Christian Bale to play Steve Jobs in an upcoming bio flick,Batman Set To Play Steve Jobs In Upcoming Biopic,2219.0,for,Christian Bale to play Steve Jobs in an upcoming bio flick,Christian Bale Is Steve Jobs,2220.0,for,in talks to- not confirmed,to play,CB passes,"chrisitan bale did play batman, however so did others",doesn't mention movie,Observing,For,Against,Observing,Observing,{},,
